id,code,path,name,uri_root,model_name,key_name_bid,key_name_page,uri_is_fixed,uri_link,uri_title,uri_date,uri_author,uri_reference,uri_inside_date,notice_drop_num
1,main,/notice/main,강원대-메인공지,https://www.kangwon.ac.kr/www/selectBbsNttList.do?bbsNo=37,Main,nttNo,pageIndex,"//*[@id=""board""]/table/tbody/tr/td[1]/strong","//*[@id=""board""]/table/tbody/tr/td[3]/a","//*[@id=""board""]/table/tbody/tr/td[3]/a//text()","//*[@id=""board""]/table/tbody/tr/td[6]//text()","//*[@id=""board""]/table/tbody/tr/td[4]//text()","//*[@id=""board""]/table/tbody/tr/td[2]//text()",null,0
2,cse,/notice/cse,컴퓨터공학과,https://cse.kangwon.ac.kr/index.php?mt=page&mp=5_1_1,Cse,BID,cpage,"//*[@id=""bbsWrap""]/table/tbody/tr/td[1]/img","//*[@id=""bbsWrap""]/table/tbody/tr/td[2]/a","//*[@id=""bbsWrap""]/table/tbody/tr/td[2]/a//text()","//*[@id=""bbsWrap""]/table/tbody/tr/td[4]//text()","//*[@id=""bbsWrap""]/table/tbody/tr/td[3]//text()",null,null,0
3,cba,/notice/cba,경영대학,https://cba.kangwon.ac.kr/cba/community/notice.do?articleLimit=20&article.offset=%d,Cba,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
4,biz,/notice/biz,경영학과,https://biz.kangwon.ac.kr/biz/community/notice.do?articleLimit=20&article.offset=%d,Biz,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
5,account,/notice/account,회계학과,https://account.kangwon.ac.kr/account/community/notice.do?mode=list&articleLimit=20&article.offset=%d,Account,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
6,economics,/notice/economics,경제학과,https://economics.kangwon.ac.kr/economics/community/notice.do?articleLimit=20&article.offset=%d,Economics,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
7,statistics,/notice/statistics,정보통계학과,https://statistics.kangwon.ac.kr/statistics/community/notice.do?articleLimit=20&article.offset=%d,Statistics,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
8,tourism,/notice/tourism,관광경영학과,https://tourism.kangwon.ac.kr/tourism/community/notice.do?articleLimit=20&article.offset=%d,Tourism,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
9,itb,/notice/itb,국제무역학과,https://itb.kangwon.ac.kr/trade/community/notice.do?articleLimit=20&article.offset=%d,Itb,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
10,knucals,/notice/knucals,농업생명과학대학,https://knucals.kangwon.ac.kr/knucals/community/notice.do?articleLimit=20&article.offset=%d,Knucals,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
11,cll,/notice/cll,미래농업융합학과,http://cll.kangwon.ac.kr/bbs/board.php?bo_table=sub06_1,Cll,wr_id,page,"//*[@id=""fboardlist""]/div/table/tbody/tr/td[1]/strong/i","//*[@id=""fboardlist""]/div/table/tbody/tr/td[2]/div/a","//*[@id=""fboardlist""]/div/table/tbody/tr/td[2]/div/a//text()","//*[@id=""fboardlist""]/div/table/tbody/tr/td[5]//text()","//*[@id=""fboardlist""]/div/table/tbody/tr/td[3]/span//text()",null,null,0
12,bse,/notice/bse,바이오시스템기계공학과,https://bse.kangwon.ac.kr/bse/community/bachelor-notice.do?articleLimit=20&article.offset=%d,Bse,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
13,foodtech,/notice/foodtech,식품생명공학과,https://foodtech.kangwon.ac.kr/foodtech/community/notice.do?articleLimit=20&article.offset=%d,Foodtech,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
14,appliedplant,/notice/appliedplant,식물자원응용과학과,https://appliedplant.kangwon.ac.kr/appliedplant/community/undergraduate-notice.do?articleLimit=20&article.offset=%d,Appliedplant,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
15,applybio,/notice/applybio,응용생물학과,https://applybio.kangwon.ac.kr/applybio/community/under-notice.do?articleLimit=20&article.offset=%d,Applybio,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
16,horti,/notice/horti,원예과학과,https://horti.kangwon.ac.kr/horti/community/dept-notice.do?articleLimit=20&article.offset=%d,Horti,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
17,agecon,/notice/agecon,농업자원경제학과,https://agecon.kangwon.ac.kr/agecon/community/notice.do?articleLimit=20&article.offset=%d,Agecon,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
18,aed,/notice/aed,지역건설공학과,http://aed.kangwon.ac.kr/bbs/board.php?bo_table=sub05_1,Aed,wr_id,page,"//*[@id=""fboardlist""]/div/table/tbody/tr/td[1]/strong","//*[@id=""fboardlist""]/div/table/tbody/tr/td[2]/a","//*[@id=""fboardlist""]/div/table/tbody/tr/td[2]/a//text()","//*[@id=""fboardlist""]/div/table/tbody/tr/td[4]//text()","//*[@id=""fboardlist""]/div/table/tbody/tr/td[3]/span//text()",null,null,0
19,dbe,/notice/dbe,바이오자원환경학과,https://dbe.kangwon.ac.kr/dbe/community/notice.do?articleLimit=20&article.offset=%d,Dbe,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
20,ecoenv,/notice/ecoenv,에코환경과학과,https://ecoenv.kangwon.ac.kr/ecoenv/community/notice.do?articleLimit=20&article.offset=%d,Ecoenv,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
21,cals,/notice/cals,동물생명과학대학,http://cals.kangwon.ac.kr/bbs/board.php?bo_table=sub05_1,Cals,wr_id,page,"//*[@id=""fboardlist""]/div/table/tbody/tr/td[1]/strong/i","//*[@id=""fboardlist""]/div/table/tbody/tr/td[2]/div/a","//*[@id=""fboardlist""]/div/table/tbody/tr/td[2]/div/a//text()","//*[@id=""fboardlist""]/div/table/tbody/tr/td[5]//text()","//*[@id=""fboardlist""]/div/table/tbody/tr/td[3]/span//text()",null,null,0
22,animal,/notice/animal,동물산업융합학과,https://animal.kangwon.ac.kr/animal/community/notice.do?articleLimit=20&article.offset=%d,Animal,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
23,applanimalsci,/notice/applanimalsci,동물응용과학과,https://applanimalsci.kangwon.ac.kr/applanimalsci/community/notice.do?articleLimit=20&article.offset=%d,Applanimalsci,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
24,aniscience,/notice/aniscience,동물자원과학과,https://aniscience.kangwon.ac.kr/aniscience/community/notice.do?articleLimit=20&article.offset=%d,Aniscience,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
25,ace,/notice/ace,문화예술·공과대학,https://ace.kangwon.ac.kr/ace/community/event.do?articleLimit=20&article.offset=%d,Ace,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
26,architecture,/notice/architecture,건축학과,https://architecture.kangwon.ac.kr/architecture/community/notice.do?articleLimit=20&article.offset=%d,Architecture,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
27,archi,/notice/archi,건축공학과,https://archi.kangwon.ac.kr/archi/community/notice01.do?articleLimit=20&article.offset=%d,Archi,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
28,civil,/notice/civil,토목공학과,https://civil.kangwon.ac.kr/civil/community/notice.do?articleLimit=20&article.offset=%d,Civil,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
29,environ,/notice/environ,환경공학과,https://environ.kangwon.ac.kr/environ/community/notice.do?articleLimit=20&article.offset=%d,Environ,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
30,mechanical,/notice/mechanical,기계의용공학과,https://mechanical.kangwon.ac.kr/mechanical/community/notice-department.do?articleLimit=20&article.offset=%d,Mechanical,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
31,mecha,/notice/mecha,메카트로닉스공학과,https://mecha.kangwon.ac.kr/mecha/community/notice.do?articleLimit=20&article.offset=%d,Mecha,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
32,material,/notice/material,재료공학과,http://material.kangwon.ac.kr/index.php?mt=page&mp=5_1_1,Material,BID,cpage,"//*[@id=""bbsWrap""]/form[1]/table/tbody/tr/td[1]/img","//*[@id=""bbsWrap""]/form[1]/table/tbody/tr/td[3]/a","//*[@id=""bbsWrap""]/form[1]/table/tbody/tr/td[3]/a/span//text()","//*[@id=""bbsWrap""]/form[1]/table/tbody/tr/td[5]//text()","//*[@id=""bbsWrap""]/form[1]/table/tbody/tr/td[4]//text()",null,null,0
33,enre,/notice/enre,에너지자원공학과,https://enre.kangwon.ac.kr/index.php?mt=page&mp=5_1,Enre,BID,cpage,"//*[@id=""bbsWrap""]/form[1]/table/tbody/tr/td[1]/img","//*[@id=""bbsWrap""]/form[1]/table/tbody/tr/td[2]/a","//*[@id=""bbsWrap""]/form[1]/table/tbody/tr/td[2]/a//text()","//*[@id=""bbsWrap""]/form[1]/table/tbody/tr/td[4]//text()","//*[@id=""bbsWrap""]/form[1]/table/tbody/tr/td[3]//text()",null,null,0
34,sme,/notice/sme,산업공학과,https://sme.kangwon.ac.kr/sme/community/notice.do?articleLimit=20&article.offset=%d,Sme,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
35,chemeng,/notice/chemeng,화학공학과,http://chemeng.kangwon.ac.kr/index.php?mt=page&mp=5_1,Chemeng,BID,cpage,"//*[@id=""bbsWrap""]/form[1]/table/tbody/tr/td[1]/img","//*[@id=""bbsWrap""]/form[1]/table/tbody/tr/td[2]/a","//*[@id=""bbsWrap""]/form[1]/table/tbody/tr/td[2]/a//text()","//*[@id=""bbsWrap""]/form[1]/table/tbody/tr/td[4]//text()","//*[@id=""bbsWrap""]/form[1]/table/tbody/tr/td[3]//text()",null,null,0
36,bioeng,/notice/bioeng,생물공학과,https://bioeng.kangwon.ac.kr/bioeng/community/notice01.do?articleLimit=20&article.offset=%d,Bioeng,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
37,design,/notice/design,디자인학과,https://design.kangwon.ac.kr/design/community/notice.do?articleLimit=20&article.offset=%d,Design,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
38,kangwonart,/notice/kangwonart,미술학과,https://art.kangwon.ac.kr/art/community/notice.do?articleLimit=20&article.offset=%d,Kangwonart,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
39,sport,/notice/sport,스포츠과학과,https://sport.kangwon.ac.kr/sport/community/notice.do?articleLimit=20&article.offset=%d,Sport,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
40,vculture,/notice/vculture,영상문화학과,https://vculture.kangwon.ac.kr/vculture/community/notice.do?articleLimit=20&article.offset=%d,Vculture,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
41,educatio,/notice/educatio,사범대학,http://educatio.kangwon.ac.kr/?doc=bbs/board.php&bo_table=gongi,Educatio,wr_id,page,/html/body/table/tbody/tr/td/table[2]/tbody/tr/td[2]/span/img,/html/body/table/tbody/tr/td/table[2]/tbody/tr/td[3]/a,/html/body/table/tbody/tr/td/table[2]/tbody/tr/td[3]//text(),/html/body/table/tbody/tr/td/table[2]/tbody/tr/td[5]//text(),/html/body/table/tbody/tr/td/table[2]/tbody/tr[5]/td[4]/span/span/span/span/text(),null,null,4
42,homecs,/notice/homecs,가정교육과,https://homecs.kangwon.ac.kr/homecs/community/notice01.do?articleLimit=20&article.offset=%d,Homecs,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
